Date,Country,Exchange,Holiday
"Aug 29, 2025",Slovenia,Ljubljana Stock Exchange,National Day
"Sep 01, 2025",Slovenia,Ljubljana Stock Exchange,Constitution Day
"Sep 15, 2025",Slovenia,Ljubljana Stock Exchange,Our Lady for the Seven Sorrows
"Nov 17, 2025",Slovenia,Ljubljana Stock Exchange,Democracy Day
"Dec 25, 2025",Slovenia,Ljubljana Stock Exchange,Christmas
"Dec 26, 2025",Slovenia,Ljubljana Stock Exchange,St. Stephen's Day
"Jan 01, 2024",South Africa,Johannesburg Stock Exchange,New Year's Day
"Mar 21, 2024",South Africa,Johannesburg Stock Exchange,Human Rights Day
"Mar 29, 2024",South Africa,Johannesburg Stock Exchange,Good Friday
"Apr 01, 2024",South Africa,Johannesburg Stock Exchange,Family Day
"May 01, 2024",South Africa,Johannesburg Stock Exchange,Labor Day
"May 29, 2024",South Africa,Johannesburg Stock Exchange,Election Day
"Jun 17, 2024",South Africa,Johannesburg Stock Exchange,Youth Day
"Aug 09, 2024",South Africa,Johannesburg Stock Exchange,Women's Day
"Sep 24, 2024",South Africa,Johannesburg Stock Exchange,Heritage Day
"Dec 16, 2024",South Africa,Johannesburg Stock Exchange,Day of Reconciliation
"Dec 25, 2024",South Africa,Johannesburg Stock Exchange,Christmas
"Dec 26, 2024",South Africa,Johannesburg Stock Exchange,Boxing Day
"Jan 01, 2025",South Africa,Johannesburg Stock Exchange,New Year's Day
"Mar 21, 2025",South Africa,Johannesburg Stock Exchange,Human Rights Day
"Apr 18, 2025",South Africa,Johannesburg Stock Exchange,Good Friday
"Apr 21, 2025",South Africa,Johannesburg Stock Exchange,Family Day
"Apr 28, 2025",South Africa,Johannesburg Stock Exchange,Freedom Day
"May 01, 2025",South Africa,Johannesburg Stock Exchange,Labor Day
"Jun 16, 2025",South Africa,Johannesburg Stock Exchange,Youth Day
"Sep 24, 2025",South Africa,Johannesburg Stock Exchange,Heritage Day
"Dec 16, 2025",South Africa,Johannesburg Stock Exchange,Day of Reconciliation
"Dec 25, 2025",South Africa,Johannesburg Stock Exchange,Christmas
"Dec 26, 2025",South Africa,Johannesburg Stock Exchange,Boxing Day
"Jan 01, 2024",South Korea,Seoul Stock Exchange,New Year's Day
"Jan 01, 2024",South Korea,KOSDAQ,New Year's Day
"Feb 09, 2024",South Korea,Seoul Stock Exchange,Korean new year
"Feb 09, 2024",South Korea,KOSDAQ,Korean new year
"Feb 12, 2024",South Korea,Seoul Stock Exchange,Korean new year
"Feb 12, 2024",South Korea,KOSDAQ,Korean new year
"Mar 01, 2024",South Korea,Seoul Stock Exchange,Independence Day
"Mar 01, 2024",South Korea,KOSDAQ,Independence Day
"Apr 10, 2024",South Korea,Seoul Stock Exchange,Election Day
"Apr 10, 2024",South Korea,KOSDAQ,Election Day
"May 01, 2024",South Korea,Seoul Stock Exchange,Labor Day
"May 01, 2024",South Korea,KOSDAQ,Labor Day
"May 06, 2024",South Korea,Seoul Stock Exchange,Substitution Holiday
"May 06, 2024",South Korea,KOSDAQ,Substitution Holiday
"May 15, 2024",South Korea,Seoul Stock Exchange,Vesak Day
"May 15, 2024",South Korea,KOSDAQ,Vesak Day
"Jun 06, 2024",South Korea,Seoul Stock Exchange,Memorial Day
"Jun 06, 2024",South Korea,KOSDAQ,Memorial Day
"Aug 15, 2024",South Korea,Seoul Stock Exchange,Liberation Day
"Aug 15, 2024",South Korea,KOSDAQ,Liberation Day
"Sep 16, 2024",South Korea,Seoul Stock Exchange,Chuseok - Thanksgiving Day
"Sep 16, 2024",South Korea,KOSDAQ,Chuseok - Thanksgiving Day
"Sep 17, 2024",South Korea,Seoul Stock Exchange,Chuseok - Thanksgiving Day
"Sep 17, 2024",South Korea,KOSDAQ,Chuseok - Thanksgiving Day
"Sep 18, 2024",South Korea,Seoul Stock Exchange,Chuseok - Thanksgiving Day
"Sep 18, 2024",South Korea,KOSDAQ,Chuseok - Thanksgiving Day
"Oct 01, 2024",South Korea,Seoul Stock Exchange,Armed Forces Day
"Oct 01, 2024",South Korea,KOSDAQ,Armed Forces Day
"Oct 03, 2024",South Korea,Seoul Stock Exchange,National Day
"Oct 03, 2024",South Korea,KOSDAQ,National Day
"Oct 09, 2024",South Korea,Seoul Stock Exchange,Hangul Day
"Oct 09, 2024",South Korea,KOSDAQ,Hangul Day
"Dec 25, 2024",South Korea,Seoul Stock Exchange,Christmas
"Dec 25, 2024",South Korea,KOSDAQ,Christmas
"Dec 31, 2024",South Korea,KOSDAQ,End of year
"Jan 01, 2025",South Korea,Seoul Stock Exchange,New Year's Day
"Jan 01, 2025",South Korea,KOSDAQ,New Year's Day
"Jan 27, 2025",South Korea,Seoul Stock Exchange,Korean new year
"Jan 27, 2025",South Korea,KOSDAQ,Korean new year
"Jan 28, 2025",South Korea,Seoul Stock Exchange,Korean new year
"Jan 28, 2025",South Korea,KOSDAQ,Korean new year
"Jan 29, 2025",South Korea,Seoul Stock Exchange,Korean new year
"Jan 29, 2025",South Korea,KOSDAQ,Korean new year
"Jan 30, 2025",South Korea,Seoul Stock Exchange,Korean new year
"Jan 30, 2025",South Korea,KOSDAQ,Korean new year
"Mar 01, 2025",South Korea,Seoul Stock Exchange,Independence Movement Day
"Mar 01, 2025",South Korea,KOSDAQ,Independence Movement Day
"Mar 03, 2025",South Korea,Seoul Stock Exchange,Independence Movement Day Alternative Holiday
"Mar 03, 2025",South Korea,KOSDAQ,Independence Movement Day Alternative Holiday
"May 01, 2025",South Korea,Seoul Stock Exchange,Labor Day
"May 01, 2025",South Korea,KOSDAQ,Labor Day
"May 05, 2025",South Korea,Seoul Stock Exchange,Children's Day
"May 05, 2025",South Korea,KOSDAQ,Children's Day
"May 06, 2025",South Korea,Seoul Stock Exchange,Vesak Day
"May 06, 2025",South Korea,KOSDAQ,Vesak Day
"Jun 03, 2025",South Korea,Seoul Stock Exchange,Presidential election day
"Jun 03, 2025",South Korea,KOSDAQ,Presidential election day
"Jun 06, 2025",South Korea,Seoul Stock Exchange,Memorial Day
"Jun 06, 2025",South Korea,KOSDAQ,Memorial Day
"Aug 15, 2025",South Korea,Seoul Stock Exchange,Liberation Day
"Aug 15, 2025",South Korea,KOSDAQ,Liberation Day
"Oct 03, 2025",South Korea,Seoul Stock Exchange,National Day
"Oct 03, 2025",South Korea,KOSDAQ,National Day
"Oct 05, 2025",South Korea,Seoul Stock Exchange,Chuseok - Thanksgiving Day
"Oct 05, 2025",South Korea,KOSDAQ,Chuseok - Thanksgiving Day
"Oct 06, 2025",South Korea,Seoul Stock Exchange,Chuseok - Thanksgiving Day
"Oct 06, 2025",South Korea,KOSDAQ,Chuseok - Thanksgiving Day
"Oct 07, 2025",South Korea,Seoul Stock Exchange,Chuseok - Thanksgiving Day
"Oct 07, 2025",South Korea,KOSDAQ,Chuseok - Thanksgiving Day
"Oct 08, 2025",South Korea,Seoul Stock Exchange,Chuseok Alternative Holiday
"Oct 08, 2025",South Korea,KOSDAQ,Chuseok Alternative Holiday
"Oct 09, 2025",South Korea,Seoul Stock Exchange,Hangul Day
"Oct 09, 2025",South Korea,KOSDAQ,Hangul Day
"Dec 25, 2025",South Korea,Seoul Stock Exchange,Christmas
"Dec 25, 2025",South Korea,KOSDAQ,Christmas
"Dec 31, 2025",South Korea,Seoul Stock Exchange,Last day of the year
"Dec 31, 2025",South Korea,KOSDAQ,Last day of the year
"Jan 01, 2024",Spain,Madrid Stock Exchange,New Year's Day
"Mar 29, 2024",Spain,Madrid Stock Exchange,Good Friday
"Apr 01, 2024",Spain,Madrid Stock Exchange,Easter
"May 01, 2024",Spain,Madrid Stock Exchange,Labor Day
"Dec 24, 2024",Spain,Madrid Stock Exchange,Christmas - Early close at 14:00
"Dec 25, 2024",Spain,Madrid Stock Exchange,Christmas
"Dec 26, 2024",Spain,Madrid Stock Exchange,St. Stephen's Day
"Dec 31, 2024",Spain,Madrid Stock Exchange,New Year's Day - Early close at 14:00
"Jan 01, 2025",Spain,Madrid Stock Exchange,New Year's Day
"Apr 18, 2025",Spain,Madrid Stock Exchange,Good Friday
"Apr 21, 2025",Spain,Madrid Stock Exchange,Easter
"May 01, 2025",Spain,Madrid Stock Exchange,Labor Day
"Dec 24, 2025",Spain,Madrid Stock Exchange,Christmas - Early close at 14:00
"Dec 25, 2025",Spain,Madrid Stock Exchange,Christmas
"Dec 26, 2025",Spain,Madrid Stock Exchange,St. Stephen's Day
"Dec 31, 2025",Spain,Madrid Stock Exchange,New Year's Day - Early close at 14:00
"Jan 01, 2024",Sri Lanka,Colombo Stock Exchange,New Year's Day
"Jan 15, 2024",Sri Lanka,Colombo Stock Exchange,Tamil Thai Pongal Day
"Jan 25, 2024",Sri Lanka,Colombo Stock Exchange,National Day
"Feb 05, 2024",Sri Lanka,Colombo Stock Exchange,Independence Day
"Feb 23, 2024",Sri Lanka,Colombo Stock Exchange,National Day
"Mar 08, 2024",Sri Lanka,Colombo Stock Exchange,Mahasivarathri Day
"Mar 29, 2024",Sri Lanka,Colombo Stock Exchange,Good Friday
"Apr 10, 2024",Sri Lanka,Colombo Stock Exchange,Tamil New Year
"Apr 11, 2024",Sri Lanka,Colombo Stock Exchange,Eid al-Fitr
"Apr 12, 2024",Sri Lanka,Colombo Stock Exchange,Tamil New Year
"Apr 23, 2024",Sri Lanka,Colombo Stock Exchange,National Day
"May 01, 2024",Sri Lanka,Colombo Stock Exchange,Labor Day
"May 23, 2024",Sri Lanka,Colombo Stock Exchange,Vesak Day
"May 24, 2024",Sri Lanka,Colombo Stock Exchange,Vesak Day
"Jun 17, 2024",Sri Lanka,Colombo Stock Exchange,Eid al-Adha
"Jun 21, 2024",Sri Lanka,Colombo Stock Exchange,Vesak Day
"Aug 19, 2024",Sri Lanka,Colombo Stock Exchange,Vesak Day
"Sep 16, 2024",Sri Lanka,Colombo Stock Exchange,Mawlid-al-Nabi
"Sep 17, 2024",Sri Lanka,Colombo Stock Exchange,Vesak Day
"Oct 17, 2024",Sri Lanka,Colombo Stock Exchange,National Day
"Oct 31, 2024",Sri Lanka,Colombo Stock Exchange,Diwali
"Nov 15, 2024",Sri Lanka,Colombo Stock Exchange,National Day
"Dec 25, 2024",Sri Lanka,Colombo Stock Exchange,Christmas
"Jan 13, 2025",Sri Lanka,Colombo Stock Exchange,Duruthu Full Moon Poya Day
"Jan 14, 2025",Sri Lanka,Colombo Stock Exchange,Tamil Thai Pongal Day
"Feb 04, 2025",Sri Lanka,Colombo Stock Exchange,National Day
"Feb 12, 2025",Sri Lanka,Colombo Stock Exchange,Nawam Full Moon Poya Day
"Feb 26, 2025",Sri Lanka,Colombo Stock Exchange,Mahasivarathri Day
"Mar 13, 2025",Sri Lanka,Colombo Stock Exchange,Madin Full Moon Poya Day
"Mar 31, 2025",Sri Lanka,Colombo Stock Exchange,Eid al-Fitr
"Apr 14, 2025",Sri Lanka,Colombo Stock Exchange,Tamil New Year
"Apr 15, 2025",Sri Lanka,Colombo Stock Exchange,Bank Holiday
"Apr 18, 2025",Sri Lanka,Colombo Stock Exchange,Good Friday
"May 01, 2025",Sri Lanka,Colombo Stock Exchange,Labor Day
"May 12, 2025",Sri Lanka,Colombo Stock Exchange,Vesak Full Moon Poya Day
"May 13, 2025",Sri Lanka,Colombo Stock Exchange,Day following Vesak Full Moon Poya Day B.P.M.
"Jun 10, 2025",Sri Lanka,Colombo Stock Exchange,Poson Full Moon Poya Day
"Jul 10, 2025",Sri Lanka,Colombo Stock Exchange,Esala Full Moon Poya Day
"Aug 08, 2025",Sri Lanka,Colombo Stock Exchange,Nikini Full Moon Poya Day
"Sep 05, 2025",Sri Lanka,Colombo Stock Exchange,Mawlid-al-Nabi
"Oct 06, 2025",Sri Lanka,Colombo Stock Exchange,Vap Full Moon Poya Day
"Oct 20, 2025",Sri Lanka,Colombo Stock Exchange,Diwali
"Nov 05, 2025",Sri Lanka,Colombo Stock Exchange,Ill Full Moon Poya Day
"Dec 04, 2025",Sri Lanka,Colombo Stock Exchange,Unduwap Full Moon Poya Day
"Dec 25, 2025",Sri Lanka,Colombo Stock Exchange,Christmas
"Jan 01, 2024",Sweden,Stockholm Stock Exchange,New Year's Day
"Jan 05, 2024",Sweden,Stockholm Stock Exchange,Epiphany Day - Early close at 13:00
"Mar 28, 2024",Sweden,Stockholm Stock Exchange,Maundy Thursday - Early close at 13:00
"Mar 29, 2024",Sweden,Stockholm Stock Exchange,Good Friday
"Apr 01, 2024",Sweden,Stockholm Stock Exchange,Easter
"Apr 30, 2024",Sweden,Stockholm Stock Exchange,Labor Day - Early close at 13:00
"May 01, 2024",Sweden,Stockholm Stock Exchange,Labor Day
"May 08, 2024",Sweden,Stockholm Stock Exchange,Ascension Day - Early close at 13:00
"May 09, 2024",Sweden,Stockholm Stock Exchange,Ascension Day
"Jun 06, 2024",Sweden,Stockholm Stock Exchange,National Day
"Jun 21, 2024",Sweden,Stockholm Stock Exchange,Midsummer Day
"Nov 01, 2024",Sweden,Stockholm Stock Exchange,All Saint's Day - Early close at 13:00
"Dec 24, 2024",Sweden,Stockholm Stock Exchange,Christmas
"Dec 25, 2024",Sweden,Stockholm Stock Exchange,Christmas
"Dec 26, 2024",Sweden,Stockholm Stock Exchange,Boxing Day
"Dec 31, 2024",Sweden,Stockholm Stock Exchange,New Year's Day
"Jan 01, 2025",Sweden,Stockholm Stock Exchange,New Year's Day
"Jan 06, 2025",Sweden,Stockholm Stock Exchange,Epiphany Day
"Apr 17, 2025",Sweden,Stockholm Stock Exchange,Maundy Thursday - Early close at 13:00
"Apr 18, 2025",Sweden,Stockholm Stock Exchange,Good Friday
"Apr 21, 2025",Sweden,Stockholm Stock Exchange,Easter
"Apr 30, 2025",Sweden,Stockholm Stock Exchange,Labor Day - Early close at 13:00
"May 01, 2025",Sweden,Stockholm Stock Exchange,Labor Day
"May 28, 2025",Sweden,Stockholm Stock Exchange,Ascension Day - Early close at 13:00
"May 29, 2025",Sweden,Stockholm Stock Exchange,Ascension Day
"Jun 06, 2025",Sweden,Stockholm Stock Exchange,National Day
"Jun 20, 2025",Sweden,Stockholm Stock Exchange,Midsummer Day
"Oct 31, 2025",Sweden,Stockholm Stock Exchange,All Saint's Day - Early close at 13:00
"Dec 24, 2025",Sweden,Stockholm Stock Exchange,Christmas
"Dec 25, 2025",Sweden,Stockholm Stock Exchange,Christmas
"Dec 26, 2025",Sweden,Stockholm Stock Exchange,Boxing Day
"Dec 31, 2025",Sweden,Stockholm Stock Exchange,New Year's Day
"Jan 01, 2024",Switzerland,Switzerland Stock Exchange,New Year's Day
"Jan 02, 2024",Switzerland,Switzerland Stock Exchange,New Year's Day
"Mar 29, 2024",Switzerland,Switzerland Stock Exchange,Good Friday
"Apr 01, 2024",Switzerland,Switzerland Stock Exchange,Easter
"May 01, 2024",Switzerland,Switzerland Stock Exchange,Labor Day
"May 09, 2024",Switzerland,Switzerland Stock Exchange,Ascension Day
"May 20, 2024",Switzerland,Switzerland Stock Exchange,Pentecost
"Aug 01, 2024",Switzerland,Switzerland Stock Exchange,National Day
"Dec 24, 2024",Switzerland,Switzerland Stock Exchange,Christmas
"Dec 25, 2024",Switzerland,Switzerland Stock Exchange,Christmas
"Dec 26, 2024",Switzerland,Switzerland Stock Exchange,St. Stephen's Day
"Dec 31, 2024",Switzerland,Switzerland Stock Exchange,New Year's Day
"Jan 01, 2025",Switzerland,Switzerland Stock Exchange,New Year's Day
"Jan 02, 2025",Switzerland,Switzerland Stock Exchange,New Year's Day
"Apr 18, 2025",Switzerland,Switzerland Stock Exchange,Good Friday
"Apr 21, 2025",Switzerland,Switzerland Stock Exchange,Easter
"May 01, 2025",Switzerland,Switzerland Stock Exchange,Labor Day
"May 29, 2025",Switzerland,Switzerland Stock Exchange,Ascension Day
"Jun 09, 2025",Switzerland,Switzerland Stock Exchange,Pentecost
"Aug 01, 2025",Switzerland,Switzerland Stock Exchange,National Day
"Dec 24, 2025",Switzerland,Switzerland Stock Exchange,Christmas
"Dec 25, 2025",Switzerland,Switzerland Stock Exchange,Christmas
"Dec 26, 2025",Switzerland,Switzerland Stock Exchange,St. Stephen's Day
"Dec 31, 2025",Switzerland,Switzerland Stock Exchange,New Year's Day
"Jan 01, 2024",Taiwan,Taiwan Stock Exchange,Republic Day
"Feb 06, 2024",Taiwan,Taiwan Stock Exchange,Market Holiday
"Feb 07, 2024",Taiwan,Taiwan Stock Exchange,Market Holiday
"Feb 08, 2024",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Feb 09, 2024",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Feb 12, 2024",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Feb 13, 2024",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Feb 14, 2024",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Feb 28, 2024",Taiwan,Taiwan Stock Exchange,Peace Memorial Day
"Feb 28, 2024",Taiwan,Taiwan Stock Exchange,National Peace Day
"Apr 04, 2024",Taiwan,Taiwan Stock Exchange,Children's Day
"Apr 05, 2024",Taiwan,Taiwan Stock Exchange,Tomb Sweeping Day
"May 01, 2024",Taiwan,Taiwan Stock Exchange,Labor Day
"Jun 10, 2024",Taiwan,Taiwan Stock Exchange,Dragon Boat Festival
"Sep 17, 2024",Taiwan,Taiwan Stock Exchange,Mid-Autumn Festival
"Oct 10, 2024",Taiwan,Taiwan Stock Exchange,Double Tenth Day
"Jan 01, 2025",Taiwan,Taiwan Stock Exchange,New Year
"Jan 27, 2025",Taiwan,Taiwan Stock Exchange,Chinese New Year Eve
"Jan 28, 2025",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Jan 29, 2025",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Jan 30, 2025",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Jan 31, 2025",Taiwan,Taiwan Stock Exchange,Chinese New Year
"Feb 28, 2025",Taiwan,Taiwan Stock Exchange,Peace Memorial Day
"Apr 03, 2025",Taiwan,Taiwan Stock Exchange,Adjusted Holiday
"Apr 04, 2025",Taiwan,Taiwan Stock Exchange,Children's Day
"Apr 04, 2025",Taiwan,Taiwan Stock Exchange,Tomb Sweeping Day
"May 01, 2025",Taiwan,Taiwan Stock Exchange,Labor Day
"May 30, 2025",Taiwan,Taiwan Stock Exchange,Adjusted Holiday
"Oct 06, 2025",Taiwan,Taiwan Stock Exchange,Mid-Autumn Festival
"Oct 10, 2025",Taiwan,Taiwan Stock Exchange,Double Tenth Day
"Jan 01, 2024",Tanzania,Dar Es Salaam Stock Exchange,New Year's Day
"Jan 12, 2024",Tanzania,Dar Es Salaam Stock Exchange,Revolution Day
"Mar 29, 2024",Tanzania,Dar Es Salaam Stock Exchange,Good Friday
"Apr 01, 2024",Tanzania,Dar Es Salaam Stock Exchange,Easter
"Apr 10, 2024",Tanzania,Dar Es Salaam Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Tanzania,Dar Es Salaam Stock Exchange,Eid al-Fitr
"Apr 26, 2024",Tanzania,Dar Es Salaam Stock Exchange,Unification Day
"May 01, 2024",Tanzania,Dar Es Salaam Stock Exchange,Labor Day
"Jun 17, 2024",Tanzania,Dar Es Salaam Stock Exchange,Eid al-Adha
"Aug 08, 2024",Tanzania,Dar Es Salaam Stock Exchange,Farmers Day (Nane Nane Day)
"Sep 16, 2024",Tanzania,Dar Es Salaam Stock Exchange,Mawlid-al-Nabi
"Oct 14, 2024",Tanzania,Dar Es Salaam Stock Exchange,Nyerere Day
"Dec 09, 2024",Tanzania,Dar Es Salaam Stock Exchange,Independence Day
"Dec 25, 2024",Tanzania,Dar Es Salaam Stock Exchange,Christmas
"Dec 26, 2024",Tanzania,Dar Es Salaam Stock Exchange,Boxing Day
"Jan 01, 2025",Tanzania,Dar Es Salaam Stock Exchange,New Year's Day
"Mar 31, 2025",Tanzania,Dar Es Salaam Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Tanzania,Dar Es Salaam Stock Exchange,Eid al-Fitr
"Apr 07, 2025",Tanzania,Dar Es Salaam Stock Exchange,Karume Day
"Apr 18, 2025",Tanzania,Dar Es Salaam Stock Exchange,Good Friday
"Apr 21, 2025",Tanzania,Dar Es Salaam Stock Exchange,Easter
"May 01, 2025",Tanzania,Dar Es Salaam Stock Exchange,Labor Day
"Jul 07, 2025",Tanzania,Dar Es Salaam Stock Exchange,International Trade Fair
"Aug 08, 2025",Tanzania,Dar Es Salaam Stock Exchange,Farmers Day (Nane Nane Day)
"Sep 05, 2025",Tanzania,Dar Es Salaam Stock Exchange,Mawlid-al-Nabi
"Oct 14, 2025",Tanzania,Dar Es Salaam Stock Exchange,Nyerere Day
"Dec 09, 2025",Tanzania,Dar Es Salaam Stock Exchange,Independence Day
"Dec 25, 2025",Tanzania,Dar Es Salaam Stock Exchange,Christmas
"Dec 26, 2025",Tanzania,Dar Es Salaam Stock Exchange,Boxing Day
"Jan 01, 2024",Thailand,Thailand Stock Exchange,New Year's Day
"Feb 26, 2024",Thailand,Thailand Stock Exchange,Makha Bucha Day
"Apr 08, 2024",Thailand,Thailand Stock Exchange,Chakri Day
"Apr 15, 2024",Thailand,Thailand Stock Exchange,Songkran Festival
"Apr 16, 2024",Thailand,Thailand Stock Exchange,Songkran Festival
"May 01, 2024",Thailand,Thailand Stock Exchange,Labor Day
"May 06, 2024",Thailand,Thailand Stock Exchange,Coronation Day
"May 22, 2024",Thailand,Thailand Stock Exchange,Vesak Day
"Jun 03, 2024",Thailand,Thailand Stock Exchange,H.M. Queen Suthida Bajrasudhabimalalakshana's Birthday
"Jul 22, 2024",Thailand,Thailand Stock Exchange,Asarnha Bucha Day
"Jul 29, 2024",Thailand,Thailand Stock Exchange,H.M. The King's Birthday
"Aug 12, 2024",Thailand,Thailand Stock Exchange,H.M. Queen Sirikit The Queen Mother's Birthday
"Oct 14, 2024",Thailand,Thailand Stock Exchange,Substitution for H.M. King Bhumibol Adulyadej Memorial Day
"Oct 23, 2024",Thailand,Thailand Stock Exchange,Chulalongkorn Day
"Dec 05, 2024",Thailand,Thailand Stock Exchange,H.M. The King's Birthday
"Dec 10, 2024",Thailand,Thailand Stock Exchange,Constitution Day
"Dec 31, 2024",Thailand,Thailand Stock Exchange,New Year's Day
"Jan 01, 2025",Thailand,Thailand Stock Exchange,New Year's Day
"Feb 12, 2025",Thailand,Thailand Stock Exchange,Makha Bucha Day
"Apr 07, 2025",Thailand,Thailand Stock Exchange,Chakri Day
"Apr 14, 2025",Thailand,Thailand Stock Exchange,Songkran Festival
"Apr 15, 2025",Thailand,Thailand Stock Exchange,Songkran Festival
"May 01, 2025",Thailand,Thailand Stock Exchange,Labor Day
"May 05, 2025",Thailand,Thailand Stock Exchange,Coronation Day
"May 12, 2025",Thailand,Thailand Stock Exchange,Vesak Day
"Jun 03, 2025",Thailand,Thailand Stock Exchange,Queen's Birthday
"Jul 10, 2025",Thailand,Thailand Stock Exchange,Asarnha Bucha Day
"Jul 28, 2025",Thailand,Thailand Stock Exchange,King's Birthday
"Aug 12, 2025",Thailand,Thailand Stock Exchange,Queen's Birthday
"Oct 13, 2025",Thailand,Thailand Stock Exchange,Substitution for H.M. King Bhumibol Adulyadej Memorial Day
"Oct 23, 2025",Thailand,Thailand Stock Exchange,Chulalongkorn Day
"Dec 05, 2025",Thailand,Thailand Stock Exchange,H.M. the Late King's Birthday
"Dec 10, 2025",Thailand,Thailand Stock Exchange,Constitution Day
"Dec 31, 2025",Thailand,Thailand Stock Exchange,New Year's Day
"Jan 01, 2024",Tunisia,Tunis Stock Exchange,New Year's Day
"Mar 20, 2024",Tunisia,Tunis Stock Exchange,Independence Day
"Apr 09, 2024",Tunisia,Tunis Stock Exchange,Ramadan Holiday
"Apr 10, 2024",Tunisia,Tunis Stock Exchange,Ramadan Holiday
"Apr 11, 2024",Tunisia,Tunis Stock Exchange,Ramadan Holiday
"May 01, 2024",Tunisia,Tunis Stock Exchange,Labor Day
"Jun 17, 2024",Tunisia,Tunis Stock Exchange,Eid al-Adha
"Jun 18, 2024",Tunisia,Tunis Stock Exchange,Eid al-Adha
"Jul 25, 2024",Tunisia,Tunis Stock Exchange,Republic Day
"Jan 01, 2024",Türkiye,Istanbul Stock Exchange,New Year's Day
"Apr 09, 2024",Türkiye,Istanbul Stock Exchange,Ramadan Holiday - Early close at 12:30
"Apr 10, 2024",Türkiye,Istanbul Stock Exchange,Ramadan Holiday
"Apr 11, 2024",Türkiye,Istanbul Stock Exchange,Eid al-Fitr
"Apr 12, 2024",Türkiye,Istanbul Stock Exchange,Eid al-Fitr
"Apr 23, 2024",Türkiye,Istanbul Stock Exchange,Children's Day
"May 01, 2024",Türkiye,Istanbul Stock Exchange,Labor Day
"Jun 15, 2024",Türkiye,Istanbul Stock Exchange,Eid al-Adha - Early close at 12:30
"Jun 16, 2024",Türkiye,Istanbul Stock Exchange,Eid al-Adha
"Jun 17, 2024",Türkiye,Istanbul Stock Exchange,Eid al-Adha
"Jun 18, 2024",Türkiye,Istanbul Stock Exchange,Eid al-Adha
"Jun 19, 2024",Türkiye,Istanbul Stock Exchange,Eid al-Adha
"Jul 15, 2024",Türkiye,Istanbul Stock Exchange,Democracy Day
"Aug 30, 2024",Türkiye,Istanbul Stock Exchange,Victory Day
"Oct 28, 2024",Türkiye,Istanbul Stock Exchange,Republic Day - Early close at 12:30
"Oct 29, 2024",Türkiye,Istanbul Stock Exchange,Republic Day
"Jan 01, 2025",Türkiye,Istanbul Stock Exchange,New Year's Day
"Mar 31, 2025",Türkiye,Istanbul Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Türkiye,Istanbul Stock Exchange,Eid al-Fitr
"Apr 23, 2025",Türkiye,Istanbul Stock Exchange,Children's Day
"May 01, 2025",Türkiye,Istanbul Stock Exchange,Labor Day
"May 19, 2025",Türkiye,Istanbul Stock Exchange,Youth and Sports Day
"Jun 05, 2025",Türkiye,Istanbul Stock Exchange,Eid al-Adha - Early close at 12:30
"Jun 06, 2025",Türkiye,Istanbul Stock Exchange,Eid al-Adha
"Jun 09, 2025",Türkiye,Istanbul Stock Exchange,Eid al-Adha
"Jul 15, 2025",Türkiye,Istanbul Stock Exchange,Democracy Day
"Oct 28, 2025",Türkiye,Istanbul Stock Exchange,Republic Day - Early close at 12:30
"Oct 29, 2025",Türkiye,Istanbul Stock Exchange,Republic Day
"Jan 01, 2024",Ukraine,Ukraine Stock Exchange,New Year's Day
"Jan 08, 2024",Ukraine,Ukraine Stock Exchange,Christmas
"Mar 08, 2024",Ukraine,Ukraine Stock Exchange,Women's Day
"May 01, 2024",Ukraine,Ukraine Stock Exchange,Labor Day
"May 06, 2024",Ukraine,Ukraine Stock Exchange,Easter
"May 09, 2024",Ukraine,Ukraine Stock Exchange,National Day
"Jun 24, 2024",Ukraine,Ukraine Stock Exchange,Pentecost
"Jun 28, 2024",Ukraine,Ukraine Stock Exchange,Constitution Day
"Aug 26, 2024",Ukraine,Ukraine Stock Exchange,Independence Day
"Dec 25, 2024",Ukraine,Ukraine Stock Exchange,Christmas
"Jan 01, 2025",Ukraine,Ukraine Stock Exchange,New Year's Day
"Mar 08, 2025",Ukraine,Ukraine Stock Exchange,Women's Day
"Apr 20, 2025",Ukraine,Ukraine Stock Exchange,Easter
"May 01, 2025",Ukraine,Ukraine Stock Exchange,Labor Day
"May 08, 2025",Ukraine,Ukraine Stock Exchange,Memorial Day
"Jun 08, 2025",Ukraine,Ukraine Stock Exchange,Holy Trinity
"Jun 28, 2025",Ukraine,Ukraine Stock Exchange,Constitution Day
"Jul 15, 2025",Ukraine,Ukraine Stock Exchange,Ukrainian Statehood Day
"Oct 01, 2025",Ukraine,Ukraine Stock Exchange,Defender Day
"Dec 25, 2025",Ukraine,Ukraine Stock Exchange,Christmas
